text,original_text,domain,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#QUALITY,SERVICE#GENERAL
nội thất cao cấp vị trí tốt giá hợp lý view nhìn xuống sân bay nha trang rất đẹp vị trí đối diện công viên phù đổng tiện việc đi lại tắm biển ăn uống có hơi bất tiện vì chỗ để xe bên kia đường nhưng với tôi không có vấn đề lớn tôi đã đây lần trước đây và sẽ quay lại nếu có dịp,"Nội thất cao cấp, vị trí tốt, giá hợp lý. View nhìn xuống sân bay Nha Trang rất đẹp. Vị trí đối diện công viên Phù Đổng, tiện việc đi lại, tắm biển, ăn uống... Có hơi bất tiện vì chỗ để xe bên kia đường, nhưng với tôi không có vấn đề lớn. Tôi đã ở đây 1 lần trước đây và sẽ quay lại nếu có dịp.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
vi tri trung tam do moi xay dung nen moi thu deu moi va sach se nhan vien nhiet tinh vi tri trung tam do moi xay dung nen moi thu deu moi va sach se nhan vien nhiet tinh,"Vi tri trung tam, do moi xay dung nen moi thu deu moi va sach se, nhan vien nhiet tinh. Vi tri trung tam, do moi xay dung nen moi thu deu moi va sach se, nhan vien nhiet tinh.",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dịch vụ phòng tốt giá tốt ăn sáng ok,Dịch vụ phòng tốt..giá tốt...ăn sáng ok..,hotel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
khách sạn lavender nha trang rất tốt tôi hài lòng sẽ sử dụng dịch vụ này,"Khách sạn Lavender Nha Trang rất tốt. Tôi hài lòng, sẽ sử dụng dịch vụ này.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tôi đã có thời gian tuyệt vời khi lưu trú tại khách sạn lavender nha trang cám ơn chudu24 đã đặt phòng giúp tôi khách sạn lavender nha trang rất tốt sạch sẽ nhân viên lịch sự chuyên nghiệp tôi chắc chắn sẽ quay lại khi có dịp đến nha trang,"Tôi đã có thời gian tuyệt vời khi lưu trú tại Khách sạn Lavender Nha Trang.Cám ơn Chudu24 đã đặt phòng giúp tôi, Khách sạn Lavender Nha Trang rất tốt, sạch sẽ, nhân viên lịch sự chuyên nghiệp... Tôi chắc chắn sẽ quay lại khi có dịp đến Nha Trang !",hotel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
khách sạn lavender nha trang dịch vụ phòng tốt giá tốt ăn sáng ok,Khách sạn Lavender Nha Trang dịch vụ phòng tốt... giá tốt... ăn sáng ok...,hotel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
chất lượng khách sạn lavender nha trang tương đối tốt tuy nhiên vị trí khách sạn trong hẻm nên bất tiện trong đi lại gọi xe taxi diện tích phòng khá nhỏ,Chất lượng Khách sạn Lavender Nha Trang tương đối tốt. Tuy nhiên vị trí khách sạn trong hẻm nên bất tiện trong đi lại (gọi xe taxi...). Diện tích phòng khá nhỏ.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
tôi và gia đình có ngày đến nha trang và tại khách sạn lavender nha trang tôi rất hài lòng về phòng ốc sạch sẽ của khách sạn nhân viên cũng rất chuyên nghiệp nhiệt tình và thân thiện ăn sáng ngon và đa dạng tôi có thông báo với bộ phận đặt phòng là tôi có con nhỏ và đặt khách sạn nấu cháo xương cho bé ăn khách sạn đã rất linh động nấu một nồi cháo xương hầm rau củ rất ngon cho bé và đặc biệt là miễn phí hoàn toàn qua đây tôi xin cám ơn khách sạn lavender cám ơn chudu24 đã đặt phòng giúp tôi chắc chắn tôi sẽ quay lại khách sạn lavender nếu ra nha trang,"Tôi và gia đình có 3 ngày đến Nha Trang và ở tại Khách sạn Lavender Nha Trang. Tôi rất hài lòng về phòng ốc sạch sẽ của khách sạn. Nhân viên cũng rất chuyên nghiệp, nhiệt tình và thân thiện. Ăn sáng ngon và đa dạng. Tôi có thông báo với bộ phận đặt phòng là tôi có con nhỏ và đặt khách sạn nấu cháo xương cho bé ăn => Khách sạn đã rất linh động nấu một nồi cháo xương hầm rau củ rất ngon cho bé và đặc biệt là MIỄN PHÍ hoàn toàn. Qua đây tôi xin cám ơn khách sạn LAVENDER, cám ơn Chudu24 đã đặt phòng giúp tôi. Chắc chắn tôi sẽ quay lại khách sạn LAVENDER nếu ra Nha Trang.",hotel,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
khách sạn lavender nha trang còn chưa tốt cần cải tiến nhiều,"Khách sạn Lavender Nha Trang còn chưa tốt, cần cải tiến nhiều.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khách sạn lavender nha trang mới rất sạch sẽ nội thất drap giường gối cao cấp tôi hài lòng hơn thế nữa tôi cảm ơn nhân viên chudu24 đã giúp đỡ tôi nhận phòng tại đây khi tôi không tiện chuyển tiền lúc đi ra sân bay một cách giải quyết vấn đề rất linh hoạt và tôn trọng khách hàng dù là khách hàng lần đầu tiên đặt phòng qua chudu24,"Khách sạn Lavender Nha Trang mới, rất sạch sẽ, nội thất, drap giường gối cao cấp, tôi hài lòng.Hơn thế nữa, tôi cảm ơn nhân viên Chudu24 đã giúp đỡ tôi nhận phòng tại đây, khi tôi không tiện chuyển tiền lúc đi ra sân bay, một cách giải quyết vấn đề rất linh hoạt và tôn trọng khách hàng, dù là khách hàng lần đầu tiên đặt phòng qua Chudu24.",hotel,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
khách sạn lavender nha trang tốt tôi rất hài lòng,Khách sạn Lavender Nha Trang tốt. Tôi rất hài lòng.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tôi và các bạn đã có kỳ nghỉ ngày tuyệt vời tại nha trang tôi hoàn toàn hài lòng với khách sạn lavender nha trang vị trí đẹp gần biển phòng sạch sẽ ấm áp nhân viên vui vẻ tuy nhiên bữa sáng cần nhiều món hơn,"Tôi và các bạn đã có 1 kỳ nghỉ 3 ngày tuyệt vời tại Nha Trang . Tôi hoàn toàn hài lòng với Khách sạn Lavender Nha Trang, vị trí đẹp, gần biển, phòng sạch sẽ, ấm áp , nhân viên vui vẻ. Tuy nhiên bữa sáng cần nhiều món hơn.",hotel,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ngày đêm trú tại khách sạn lavender nha trang rất thoái mái sau này đến nha trang sẽ ghé khách sạn lavender nha trang chúc khách sạn kinh doanh thành công,"3 ngày 2 đêm trú tại Khách sạn Lavender Nha Trang rất thoái mái, sau này đến Nha Trang sẽ ghé Khách Sạn Lavender Nha Trang.Chúc khách sạn kinh doanh thành công.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhân viên nhiệt tình nội thất mới đi bộ ra biển cũng khá gần các bạn tư vấn viên của chudu24 hỗ trợ đặt phòng rất nhiệt tình sẽ tiếp tục sử dụng dich vụ chudu24 và khách sạn lavender nha trang,"Nhân viên nhiệt tình, nội thất mới, đi bộ ra biển cũng khá gần. Các bạn tư vấn viên của Chudu24 hỗ trợ đặt phòng rất nhiệt tình, sẽ tiếp tục sử dụng dich vụ Chudu24 và Khách sạn Lavender Nha Trang .",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tôi đã khách sạn lavender nha trang nói chung là được khách sạn mới tinh đặc biệt ăn sáng đây rất ngon nếu lần sau đến nha trang tôi sẽ quay lại,"Tôi đã ở Khách sạn Lavender Nha Trang, nói chung là được. Khách sạn mới tinh, đặc biệt ăn sáng ở đây rất ngon. nếu lần sau đến Nha Trang tôi sẽ quay lại",hotel,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khách sạn có vị trí tốt không gian đẹp nhân viên khách sạn phục vụ rất nhiệt tình giá cả rất hợp lý tuy nhiên phòng ốc hơi nhỏ nên chưa được thoáng mát,"Khách sạn có vị trí tốt, không gian đẹp. Nhân viên khách sạn phục vụ rất nhiệt tình. Giá cả rất hợp lý. Tuy nhiên, phòng ốc hơi nhỏ nên chưa được thoáng mát.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,1
nhìn chung tôi thấy từ chất lượng phòng đến chất lượng dịch vụ đều tạm ổn phù hợp với giá cả,Nhìn chung tôi thấy từ chất lượng phòng đến chất lượng dịch vụ đều tạm ổn. Phù hợp với giá cả.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
khách sạn này hoàn toàn nằm trung tâm của thành phố tôi đã khách sạn trong vòng tuần phòng sạch sẽ luôn được dọn dẹp mỗi ngày phù hợp với chuyến đi du lịch dài ngày của tôi giá cả lại hợp lý với chất lượng nên tôi không có gì để phàn nàn,"Khách sạn này hoàn toàn nằm ở trung tâm của thành phố. Tôi đã ở khách sạn trong vòng 1 tuần, phòng sạch sẽ, luôn được dọn dẹp mỗi ngày, phù hợp với chuyến đi du lịch dài ngày của tôi. Giá cả lại hợp lý với chất lượng nên tôi không có gì để phàn nàn.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tôi rất hài lòng về khách sạn này về cách phục vụ giá cả cũng như quan cảnh xung quanh nơi đây thoáng mát không khí trong lành dễ chịu tuy phòng hơi nhỏ nhưng rất sạch sẽ và tiện nghi cách phục vụ của nhân viên vô cùng niềm nở tận tình giá cả cũng rất hợp lý phù hợp nhiều đối tượng,"Tôi rất hài lòng về khách sạn này về cách phục vụ, giá cả cũng như quan cảnh xung quanh. Nơi đây thoáng mát, không khí trong lành dễ chịu. Tuy phòng hơi nhỏ nhưng rất sạch sẽ và tiện nghi. Cách phục vụ của nhân viên vô cùng niềm nở tận tình. Giá cả cũng rất hợp lý, phù hợp nhiều đối tượng.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
diện tích phòng của khách sạn lavender nha trang còn khá hẹp nên chưa đạt chuẩn cho lắm,Diện tích phòng của Khách sạn Lavender Nha Trang còn khá hẹp nên chưa đạt chuẩn cho lắm.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
khách sạn lavender nha trang hơi nhỏ nằm trong hẻm không có chỗ đậu xe hơi nên không tiện cho việc đi lại nằm trung tâm hơi giống khu tây ba lô nên chỉ thuận tiện cho khách đến chỉ để ngủ khách sạn còn mới nhân viên thân thiện khi book phòng gia đình thì cần cố gắng sắp xếp để phòng cạnh nhau,"Khách sạn Lavender Nha Trang hơi nhỏ, nằm trong hẻm, không có chỗ đậu xe hơi nên không tiện cho việc đi lại. Nằm ở trung tâm, hơi giống khu Tây ba lô nên chỉ thuận tiện cho khách đến chỉ để ở, ngủ. Khách sạn còn mới, nhân viên thân thiện. Khi book 2 phòng gia đình thì cần cố gắng sắp xếp để 2 phòng cạnh nhau.",hotel,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
khách sạn lavender nha trang có công trình xây dựng nên rất ồn và buổi sáng sớm 7h30 đã bị đánh thức bởi công trường hoạt động khi gọi xuống quầy lễ tân thì nhân viên có vẻ rất khó chịu mặc dù tôi biết là lí do khách quan tuy nhiên khách sạn khá mới và sạch sẽ cảm ơn chudu24,Khách sạn Lavender Nha Trang có 1 công trình xây dựng nên rất ồn và buổi sáng sớm. 7h30 đã bị đánh thức bởi công trường hoạt động. Khi gọi xuống quầy lễ tân thì nhân viên có vẻ rất khó chịu mặc dù tôi biết là lí do khách quan.Tuy nhiên khách sạn khá mới và sạch sẽ.Cảm ơn Chudu24!,hotel,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
chúng tôi có đặt phòng khách sạn lavender nha trang check in ngày 29 khi tới ks tôi đã cẩn thận gọi trước xem có sẵn phòng chưa rồi mới đến vì ngày lễ thường đông khách nhưng khi tới tôi hỏi nhân viên báo chưa có phòng hỏi lại nhân viên lễ tân thì rất có thái độ khó chịu không thèm trả lời quản lí nên xem xét lại cách phục vụ khách chút kiến đóng góp phòng mới sạch sẽ buffet ăn sáng đc cảm ơn chudu24,"Chúng tôi có đặt phòng Khách sạn Lavender Nha Trang check in ngày 29/4.Khi tới ks tôi đã cẩn thận gọi trước xem có sẵn phòng chưa rồi mới đến vì ngày lễ thường đông khách. Nhưng khi tới tôi hỏi nhân viên báo chưa có phòng, hỏi lại nhân viên lễ tân thì rất có thái độ khó chịu, không thèm trả lời. Quản lí nên xem xét lại cách phục vụ khách. 1 chút ý kiến đóng góp! Phòng mới, sạch sẽ, buffet ăn sáng đc. Cảm ơn Chudu24!",hotel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1
tôi và chồng có kỳ lưu trú tại khách sạn lavender nha trang phòng ok và nhân viên lễ tân rất dễ thương và lịch sự chỉ có điều khiến vợ chồng tôi cực kỳ khó chịu đó là nhân viên dọn dẹp phòng buối sáng trước khi ra khỏi phòng chúng tôi thấy vẫn còn cái khăn tắm nhưng sau khi về lại phòng thì chỉ còn lại khăn tắm tôi gọi điện cho lễ tân báo sau khi nhân viên dọn phòng xong thì phòng chỉ còn cái khăn tắm sau đó cô nhân viên dọn phòng lên nói với vợ chồng tôi là cô ấy chỉ thấy khăn thôi và chồng tôi cực kỳ tức giận hỏi cô ấy có muốn kiểm tra hành lý của chúng tôi không sau đó cô ấy lại bảo khăn tắm đây mới và dày nhiều khách thích mang đi tắm biển và hay làm mất rất bực mình vì của cô này được hiểu là hai vợ chồng tôi gian dối chỉ vì một cái khăn điều này thật sự là không đáng tôi nghĩ là khách sạn nên có cách xử lý thoả đáng khi có việc tương tự xảy ra như vậy nhân viên này nên có cách nói chuyện lịch sự và tôn trọng khách hàng đừng để con sâu làm rầu nồi canh mà làm mất hình ảnh của khách sạn,"Tôi và chồng có kỳ lưu trú tại Khách sạn Lavender Nha Trang, phòng ok và nhân viên lễ tân rất dễ thương và lịch sự, chỉ có 1 điều khiến vợ chồng tôi cực kỳ khó chịu đó là nhân viên dọn dẹp phòng, buối sáng trước khi ra khỏi phòng chúng tôi thấy vẫn còn 2 cái khăn tắm, nhưng sau khi về lại phòng thì chỉ còn lại 1 khăn tắm, tôi gọi điện cho lễ tân báo sau khi nhân viên dọn phòng xong thì phòng chỉ còn 1 cái khăn tắm, sau đó cô nhân viên dọn phòng lên nói với vợ chồng tôi là cô ấy chỉ thấy 1 khăn thôi và chồng tôi cực kỳ tức giận hỏi cô ấy có muốn kiểm tra hành lý của chúng tôi không? Sau đó cô ấy lại bảo khăn tắm ở đây mới và dày nhiều khách thích mang đi tắm biển và hay làm mất Rất bực mình vì ý của cô này được hiểu là hai vợ chồng tôi gian dối chỉ vì một cái khăn, điều này thật sự là không đáng. Tôi nghĩ là khách sạn nên có cách xử lý thỏa đáng khi có việc tương tự xảy ra như vậy, nhân viên này nên có cách nói chuyện lịch sự và tôn trọng khách hàng, đừng để 1 con sâu làm rầu nồi canh mà làm mất hình ảnh của khách sạn.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
khách sạn lavender có phòng đẹp màu tím cũng rất đáng yêu nhưng diện tích phòng thì quá bé chật chội view nhìn từ khách sạn cũng rất thích vị trí ngay sát biển rất thuân lợi,"Khách sạn Lavender có phòng đẹp, màu tím cũng rất đáng yêu. Nhưng diện tích phòng thì quá bé, chật chội. View nhìn từ khách sạn cũng rất thích. Vị trí ngay sát biển rất thuân lợi.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phòng tôi đặt là hướng biển nhưng khi đến nơi khách sạn bảo hết phòng và cho tôi phòng hướng vào trong tôi không được ưng phòng thì đẹp sạch và thoáng nhân viên đây cũng dễ thương,"Phòng tôi đặt là hướng biển nhưng khi đến nơi khách sạn bảo hết phòng và cho tôi phòng hướng vào trong tôi không được ưng ý. Phòng ở thì đẹp, sạch và thoáng. Nhân viên ở đây cũng dễ thương.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
khách sạn lavender khá là tốt vào dịp cao điểm mà khách sạn lại không tăng giá đón tiếp và hổ trợ khách chu đáo nhiệt tình phòng thì được trang trí dễ thương sạch và thoáng khách sạn lại nằm gần biển nên mọi sinh hoạt vui chơi đều gặp thuận lợi,"Khách sạn Lavender khá là tốt. Vào dịp cao điểm mà khách sạn lại không tăng giá. Đón tiếp và hổ trợ khách chu đáo, nhiệt tình. Phòng thì được trang trí dễ thương, sạch và thoáng. Khách sạn lại nằm gần biển nên mọi sinh hoạt vui chơi đều gặp thuận lợi.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
khách sạn có phòng khá đẹp rộng rãi và sạch sẽ nhân viên đây khá nhiệt tình nhưng thức ăn sáng khách sạn không ngon giá cả phải chăng,"Khách sạn có phòng khá đẹp, rộng rãi và sạch sẽ. Nhân viên ở đây khá nhiệt tình. Nhưng thức ăn sáng ở khách sạn không ngon. Giá cả phải chăng.",hotel,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
khách sạn có vị trí khá lí tưởng gần biển và gần khu phố tây rất tiện cho việc đi lại mua sắm và tắm biển khung nhìn từ khách sạn khá đẹp phòng đẹp sạch và đầy đủ tiện nghi,"Khách sạn có vị trí khá lí tưởng gần biển và gần khu phố tây rất tiện cho việc đi lại, mua sắm và tắm biển. Khung nhìn từ khách sạn khá đẹp. Phòng đẹp, sạch và đầy đủ tiện nghi.",hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
vị trí của khách sạn rất là thuận cho vui chơi và đi lại phòng cũng đẹp và sạch sẽ giá cả nơi đây thật sự rất rẻ tôi đã có chuyến du lịch thật thú vị và tiết kiệm,Vị trí của khách sạn rất là thuận cho vui chơi và đi lại. Phòng cũng đẹp và sạch sẽ. Giá cả nơi đây thật sự rất rẻ. Tôi đã có chuyến du lịch thật thú vị và tiết kiệm.,hotel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
